"","lactate control1","lactate control2","lactate treat1","lactate treat2","pregnant control1","pregnant control2","pregnant treat1","pregnant treat2","virgin control1","virgin control2","virgin treat1","virgin treat2"
"100861805",0,0,0,0,0,0,0,0,0,0,0,0
"18733",0,1,0,0,0,0,1,0,0,3,3,0
"18722",0,0,0,1,0,0,2,0,4,0,1,0
"100041146",0,0,0,0,0,0,0,0,0,0,0,0
"18725",0,0,0,0,0,0,0,0,0,0,1,0
"675749",0,0,0,0,0,0,0,0,0,0,0,0
"100038909",0,0,0,0,0,0,1,0,0,0,1,0
"18726",0,0,0,0,0,0,0,0,0,0,0,0
"52855",1,1,3,10,2,1,1,1,2,1,0,1
"77323",0,0,3,4,2,0,2,3,0,0,0,0
"57776",9,12,393,375,4,4,23,30,16,10,23,20
"100037396",1,3,5,5,2,0,3,1,0,5,0,1
"232798",4602,4714,2497,2764,6183,5428,4978,4815,3824,5067,6112,4117
"243813",60,98,35,33,87,54,76,40,75,57,77,85
"58804",127,131,48,46,148,119,292,226,114,258,350,127
"232801",0,0,0,0,0,0,0,1,1,0,0,2
"18729",0,0,0,1,0,0,0,0,0,2,2,0
"17086",1,0,0,0,0,2,0,0,1,0,0,0
"243816",2,1,0,0,0,0,0,0,0,0,0,0
"108841",1626,1481,200,230,1368,1178,446,449,1424,559,676,1386
"67425",761,625,76,69,788,898,281,448,1036,2571,2342,928
"320749",51,42,4,4,36,53,2,8,57,74,74,61
"232807",5740,5053,1688,1568,5136,4799,2790,2502,3648,2343,2598,3820
"21955",22,14,0,0,15,16,1,8,9,2,2,7
"21954",56,62,31,32,41,47,25,22,64,72,76,61
"436022",164,186,229,176,183,186,123,155,200,328,361,243
"53420",0,2,4,1,4,4,13,12,16,19,10,12
"545902",8,2,0,0,9,26,0,1,2,0,1,1
"68255",48,47,35,23,78,80,160,144,71,38,82,67
"243819",3164,3294,1363,1395,3548,3356,2751,2302,2330,3010,3398,2778
"66245",367,337,323,282,682,520,859,635,515,922,1017,800
"381979",548,551,12,15,483,420,44,41,477,122,136,559
"330460",2,1,0,0,6,5,0,0,5,0,2,9
"232811",467,557,338,341,527,438,822,723,653,776,1043,703
"333182",88,86,5,7,103,112,14,22,98,62,53,107
"243822",0,6,0,0,7,2,1,0,9,5,7,7
"16156",38,33,4,4,121,75,41,44,689,205,258,335
"100503176",0,1,0,0,0,0,0,0,1,0,0,1
"78052",7,5,11,22,20,12,42,27,12,28,33,23
"664968",116,100,394,398,279,204,669,441,240,434,562,284
"19943",122,135,56,62,211,159,141,150,227,173,163,227
"77891",23,38,10,14,43,36,18,8,69,23,27,45
"232813",0,8,32,34,4,2,53,66,0,30,31,8
"67441",17,22,32,29,25,12,45,33,20,27,54,10
"664994",333,319,363,353,328,299,390,399,300,380,419,292
"232816",387,395,164,162,424,386,421,321,428,396,591,512
"269854",206,222,20,11,192,191,33,34,141,66,89,187
"269855",61,51,11,11,76,68,15,12,113,22,47,75
"381836",1,0,4,1,1,0,3,3,5,14,24,0
"381835",2,2,22,25,1,4,12,9,2,25,43,3
"68490",155,215,92,105,199,213,283,251,184,285,395,269
"23877",391,472,343,305,508,350,842,728,628,929,976,908
"66056",53,72,59,49,45,31,124,149,53,113,113,57
"319748",250,278,116,116,289,243,274,269,350,403,475,345
"654801",55,97,14,29,51,58,48,38,66,68,101,72
"68992",154,165,6,6,165,175,24,24,125,45,53,155
"232821",299,295,2,4,317,353,5,7,203,9,10,241
"22185",2352,2359,1293,1407,4250,3329,3345,3002,3753,3723,3943,4218
"13854",907,1033,1297,1292,1162,1063,2031,1787,1406,2165,2389,1568
"192658",0,0,0,0,0,1,0,0,3,0,0,0
"100503864",29,24,11,9,26,41,42,50,34,36,47,29
"19428",14,6,8,10,20,18,11,10,27,17,13,24
"384522",0,0,0,0,0,0,0,0,0,0,0,0
"81015",0,0,0,0,0,0,0,0,0,0,0,0
"665150",0,0,0,0,0,0,0,0,0,0,0,0
"232827",0,0,0,0,0,0,0,0,0,0,0,0
"272350",7,5,3,1,14,10,1,5,9,2,10,9
"81014",0,0,0,0,0,0,0,0,0,0,0,0
"404284",0,0,0,0,0,0,0,0,0,0,0,0
"665255",0,0,0,0,0,0,0,0,0,0,0,0
"636697",0,0,0,0,0,0,0,0,0,0,0,0
"636731",0,0,0,0,0,0,0,0,0,0,0,0
"81016",0,0,0,0,0,0,0,0,0,0,0,0
"81017",0,0,0,0,0,0,0,0,0,0,0,0
"404285",0,0,0,0,0,0,0,0,0,0,0,0
"81013",0,0,0,0,0,0,0,0,0,0,0,0
"384525",18,11,11,13,28,22,29,28,19,60,61,16
"83564",1,0,0,0,2,0,2,0,3,0,2,1
"67109",317,272,114,89,412,344,393,334,423,541,590,502
"72667",201,244,64,68,155,161,128,144,196,296,318,185
"100503253",3,1,0,1,2,2,2,0,0,3,5,4
"232836",0,0,0,0,0,0,0,0,0,0,0,0
"170734",0,1,0,0,0,0,0,0,0,0,0,0
"627821",0,0,0,0,0,0,0,0,0,0,0,0
"384763",109,142,93,108,111,77,207,150,126,257,295,151
"213011",45,42,19,39,22,31,26,25,30,76,76,39
"330463",22,25,6,9,19,18,5,4,15,15,31,22
"22690",80,96,36,55,83,67,100,61,85,96,128,125
"100042450",0,0,0,0,1,0,0,0,0,0,0,0
"257882",0,0,0,0,0,0,0,0,1,0,0,1
"258917",0,0,0,0,0,0,0,0,0,0,0,0
"258918",0,0,0,0,0,0,0,0,0,0,0,0
"18349",0,0,0,0,0,0,0,0,0,0,0,0
"258383",0,0,0,0,0,0,0,0,0,0,0,0
"258915",0,0,0,0,0,0,0,0,0,0,0,0
"269862",0,0,0,0,0,0,0,0,0,0,0,0
"258384",0,0,0,0,0,0,0,0,0,0,0,0
"22776",151,142,5,1,40,35,13,18,22,2,3,21
"18616",1267,1298,469,345,720,675,706,912,1192,586,704,1232
"100169889",0,0,0,0,0,0,0,0,0,0,0,0
"57775",0,0,0,0,0,0,0,0,0,0,0,0
"100499513",0,0,0,0,0,0,0,0,0,0,0,0
"116811",0,0,0,0,0,0,0,0,0,0,0,0
"20871",0,3,2,2,3,2,1,0,2,0,2,3
"232853",561,574,261,225,512,462,576,507,619,592,559,626
"76373",1,3,3,7,2,0,3,3,6,19,11,5
"232854",42,38,16,20,30,16,32,38,51,47,57,51
"232855",192,203,145,111,230,185,384,318,205,402,441,297
"76229",50,60,9,14,55,61,24,12,36,54,54,55
"12727",1732,1669,813,890,1949,1685,1477,1494,1965,1845,1854,2233
"22306",2,0,1,0,0,1,3,2,2,0,0,0
"100042591",0,0,0,0,0,0,0,0,0,0,0,0
"22311",0,0,0,0,0,0,0,0,0,0,0,0
"624512",0,0,0,0,0,0,0,0,0,1,0,0
"100042636",0,0,0,0,0,1,0,0,0,1,0,1
"625353",0,0,0,0,0,0,0,0,0,0,0,0
"100042653",0,0,0,0,0,0,0,0,0,0,0,0
"72716",9,15,26,6,17,12,33,22,20,38,34,17
"100042848",0,0,0,0,0,0,0,0,0,0,0,0
"22310",0,0,0,0,0,0,0,0,0,0,0,0
"381838",0,0,0,0,0,0,0,0,0,0,0,0
"434113",0,0,0,0,0,0,0,0,0,0,0,0
"100042810",0,0,0,0,0,0,0,0,0,0,0,0
"100042781",0,0,0,0,0,0,0,0,0,0,0,0
"545909",0,0,0,0,0,0,0,0,0,0,0,0
"434110",0,0,0,0,0,0,0,0,0,0,0,0
"22305",0,0,0,0,0,0,0,0,0,0,0,0
"100042688",0,0,0,0,0,0,0,0,0,0,0,0
"100042894",0,0,0,0,0,0,0,0,0,0,0,0
"100042891",0,0,0,0,0,0,0,0,0,0,0,0
"100861759",3,5,4,0,0,3,4,4,0,3,5,1
"625580",0,0,0,0,0,0,0,0,0,0,0,0
"625605",0,0,0,0,0,0,0,0,0,0,0,0
"434117",0,0,0,0,0,0,0,0,0,0,0,0
"100042921",0,0,0,0,0,0,0,0,0,0,0,0
"384534",0,0,0,0,0,0,0,0,0,0,0,0
"171264",0,0,0,0,0,0,0,0,0,0,0,0
"384752",0,0,0,0,0,0,0,0,0,0,0,0
"171263",0,0,0,0,0,0,0,0,0,0,0,0
"22775",16,12,17,24,19,18,12,9,23,35,28,43
"628580",0,0,0,0,0,0,0,0,0,0,0,0
"252904",0,0,0,0,0,0,0,0,0,0,0,0
"171262",0,0,0,0,0,0,0,0,0,0,0,0
"210045",0,0,0,0,0,0,0,0,0,0,0,0
"252910",0,0,0,0,0,0,0,0,0,0,0,0
"434555",0,0,0,0,0,0,0,0,0,0,0,0
"665780",0,0,0,0,0,0,0,0,0,0,0,0
"665798",0,0,0,0,0,0,0,0,0,0,0,0
"245109",0,0,0,0,0,0,0,0,0,0,0,0
"545913",0,0,0,0,0,0,0,0,0,0,0,0
"628737",0,0,0,0,0,0,0,0,0,0,0,0
"665848",0,0,0,0,0,0,0,0,0,0,0,0
"665902",0,0,0,0,0,0,0,0,0,0,0,0
"675782",0,0,0,0,0,0,0,0,0,0,0,0
"252905",0,0,0,0,0,0,0,0,0,0,0,0
"171237",0,0,0,0,0,0,0,0,0,0,0,0
"628898",121,89,47,49,147,119,128,106,109,123,140,106
"171240",0,0,0,0,0,0,0,0,0,0,0,0
"171241",0,0,0,0,0,0,0,0,0,0,0,0
"171239",0,0,0,0,0,0,0,0,0,0,0,0
"628946",0,0,0,0,0,0,0,0,0,0,0,0
"171242",0,0,0,0,0,0,0,0,0,0,0,0
"100042437",0,0,0,0,0,0,0,0,0,0,0,0
"171238",0,0,0,0,0,0,0,0,0,0,0,0
"100043092",0,0,0,0,0,0,0,0,0,0,0,0
"171244",0,0,0,0,0,0,0,0,0,0,0,0
"171268",0,0,0,0,0,0,0,0,0,0,0,0
"171243",0,0,0,0,0,0,0,0,0,0,0,0
"171267",0,0,0,0,0,0,0,0,0,0,0,0
"619331",7,7,8,3,13,5,2,4,8,15,27,10
"67370",80,84,51,70,67,58,131,134,127,196,192,149
"73090",0,0,0,0,0,0,0,0,0,0,0,0
"637908",0,0,0,0,0,0,0,0,0,0,0,0
"666085",0,0,0,0,0,0,0,0,0,0,0,0
"100042499",0,0,0,0,0,0,0,0,0,0,0,0
"629079",0,0,0,0,0,0,0,0,0,0,0,0
"232875",31,23,160,142,63,54,165,227,82,403,462,170
"67230",150,150,93,98,129,122,69,80,98,204,207,105
"65020",178,245,840,843,259,178,783,678,278,911,990,354
"243833",7,15,4,9,5,11,8,3,4,17,16,20
"232878",30,33,44,64,23,23,53,41,26,72,117,45
"20103",2255,2017,1815,1771,4258,3720,5021,4616,5777,6747,7332,5145
"100502827",1,0,0,0,0,1,0,0,0,0,1,1
"381845",99,133,229,344,165,137,194,233,217,299,294,339
"243834",66,75,68,93,60,44,43,35,45,70,50,71
"269870",98,122,66,82,122,113,122,106,122,133,135,196
"26459",4,5,0,0,3,1,3,1,4,1,3,9
"232879",40,54,30,51,43,34,51,35,57,94,100,83
"21849",4273,4460,1746,1805,8486,6265,5802,4286,9144,7184,6958,12024
"68953",1438,1355,938,960,1373,1418,1851,1820,1172,2153,2309,1343
"22192",797,802,847,796,1139,1062,1389,1159,848,1319,1309,1091
"109889",19,22,2,6,10,15,6,4,15,10,11,9
"252909",0,0,0,0,0,0,0,0,0,0,0,0
"100312473",0,0,0,0,0,0,0,0,0,0,0,0
"171261",0,0,0,0,0,0,0,0,0,0,0,0
"100312474",0,0,0,0,0,0,0,0,0,0,0,0
"171260",0,0,0,0,0,0,0,0,0,0,0,0
"321008",140,150,56,62,106,128,66,80,92,107,120,124
"16881",179,194,810,828,565,470,1016,604,869,1673,1530,1060
"232889",15,8,21,19,13,17,30,16,25,88,73,33
"29865",0,0,0,0,3,1,0,0,1,1,1,0
"330470",0,0,0,0,0,0,0,0,0,0,0,0
"77684",0,0,0,0,0,0,0,0,0,0,0,0
"434264",0,0,0,0,0,0,0,0,0,0,0,0
"100043194",0,0,0,0,0,0,0,0,0,0,0,0
"20859",0,0,0,0,0,0,0,0,0,0,0,0
"434121",0,0,0,0,0,0,0,0,0,0,0,0
"629203",0,0,0,0,0,0,0,0,0,0,0,0
"629219",0,0,0,0,0,0,0,0,0,0,0,0
"100502975",1,1,0,0,0,0,1,2,0,0,0,0
"434123",0,0,0,0,0,0,0,0,0,0,0,0
"76971",0,0,0,0,0,0,0,0,0,0,0,0
"638251",0,0,0,0,0,0,0,0,0,0,0,0
"100417675",6,8,1,4,8,6,4,3,6,4,7,8
"627280",0,0,0,0,0,0,0,0,0,0,0,0
"194588",0,0,0,0,0,0,0,0,0,0,0,0
"246792",0,0,0,0,0,0,0,0,0,0,0,0
"71468",0,0,0,0,0,0,0,0,0,0,0,0
"246791",0,0,0,0,0,0,0,0,0,0,0,0
"252829",0,0,0,0,0,0,0,0,0,0,0,0
"100862151",0,0,0,0,0,0,0,0,0,0,0,0
"252830",0,1,0,0,0,0,0,0,0,0,0,0
"12951",0,0,0,0,0,0,0,0,2,0,0,0
"546024",0,0,2,0,0,0,0,0,0,0,0,0
"20364",3388,3197,215,230,2710,2734,541,545,1871,1139,1271,1995
"68077",3588,3847,818,773,4292,3894,2845,2446,5155,4018,4734,4153
"100217441",5,2,1,4,7,5,6,9,8,3,2,6
"259300",20345,18618,75,68,10260,12154,124,148,3894,930,1136,5094
"243842",490,548,172,223,468,397,225,197,482,449,467,689
"666528",0,0,0,2,1,2,5,0,2,0,5,1
"108124",2263,2248,1860,1871,3336,2884,3719,3305,2608,3291,3646,2881
"70394",358,312,184,175,323,309,277,259,272,355,393,322
"110891",142,111,5,3,201,182,57,25,150,74,116,197
"17537",338,326,42,37,336,308,127,163,347,458,503,339
"71723",276,377,193,183,343,357,349,351,334,563,590,413
"319430",3,5,22,20,6,9,16,42,6,4,13,2
"12273",2,2,0,0,13,6,4,1,8,1,2,2
"66300",462,481,65,76,377,366,132,134,407,280,319,549
"243846",1164,1233,386,397,1188,999,1053,972,1099,1384,1362,1486
"170770",120,192,100,82,1056,998,480,407,887,442,498,723
"56459",974,868,1327,1222,1398,1137,1481,1147,1190,2122,2040,1424
"100503024",13,8,5,8,14,17,36,24,29,32,36,18
"330474",1363,1419,888,797,1478,1414,941,885,1857,1533,1844,1840
"69094",315,277,192,165,327,374,315,278,219,251,256,276
"18142",1,9,0,2,8,8,10,5,6,6,5,4
"232906",3918,3549,1005,1032,3386,3066,2186,2039,2797,2917,2891,2909
"100038912",0,0,0,0,0,0,0,0,0,0,0,0
"101434",0,0,0,0,0,0,0,0,0,0,0,0
"26368",0,0,0,0,0,0,0,0,0,0,0,0
"232910",619,627,1316,1392,815,758,1059,1021,555,1082,1188,719
"20514",1824,1554,52,53,2664,2316,313,363,2682,639,558,3080
"100503076",0,4,0,0,0,0,0,0,1,0,0,1
"243853",380,418,219,209,483,402,373,311,537,514,611,517
"97387",1843,1849,679,659,2861,2246,1362,1218,2419,1867,1888,2989
"101540",490,552,99,86,533,391,279,256,689,372,464,776
"320950",37,28,1,1,29,30,4,9,33,14,8,44
"629378",1949,1857,3,6,2082,1932,5,12,469,9,11,706
"14709",52,40,0,0,35,20,0,0,7,0,0,11
"19222",12,12,2,0,16,33,0,0,36,1,3,25
"12315",3003,2857,1051,938,3301,3192,1558,1308,2098,2339,2793,2589
"434128",27,59,0,2,49,52,0,2,18,3,4,29
"71691",2,2,0,0,2,5,0,0,0,1,1,1
"434130",192,247,0,2,186,196,2,2,114,12,6,160
"19060",889,916,948,1041,1111,988,752,737,915,1218,1158,1127
"100503373",0,0,0,0,0,0,0,0,1,0,0,1
"53417",0,3,12,12,5,1,69,11,3,72,73,8
"26436",0,0,1,0,0,0,2,0,0,0,2,0
"384557",5,2,0,0,4,1,1,1,1,0,0,0
"114872",8,6,0,0,4,5,0,0,3,0,1,2
"671132",0,0,0,0,0,0,0,0,0,0,0,0
"232919",0,0,0,0,0,0,0,0,0,0,0,0
"73250",0,0,0,0,0,0,0,0,0,0,0,0
"67084",0,0,0,0,0,0,0,0,0,0,0,0
"381852",0,0,0,0,0,0,0,0,0,0,0,0
"66996",0,0,0,0,0,0,0,0,0,0,0,0
"69785",0,0,0,0,0,0,0,0,0,0,0,0
"67315",0,0,0,0,0,0,0,0,0,0,0,0
"232925",0,0,0,0,0,0,0,0,0,0,0,0
"266815",3,2,0,0,0,2,0,0,53,0,0,68
"26438",0,0,0,0,6,3,0,0,3,0,0,1
"114871",1,0,1,2,2,6,0,0,0,0,0,2
"574429",6,6,0,0,6,4,0,0,1,1,2,1
"114868",70,45,89,74,102,66,24,30,8,3,7,2
"545925",0,0,0,0,1,0,0,0,1,0,0,0
"56868",0,0,0,0,1,1,0,0,0,0,0,0
"72242",0,0,0,0,1,1,0,0,0,0,0,0
"434540",0,2,0,0,0,0,1,1,0,20,26,0
"243862",0,2,4,4,4,1,0,1,0,2,3,0
"20958",38,20,4,6,39,17,14,10,12,16,13,26
"26439",1,1,0,0,2,3,0,2,1,1,0,0
"26437",0,0,0,0,0,0,0,0,0,1,0,0
"243864",260,258,6,9,129,189,6,5,99,93,78,119
"21946",11,13,353,270,34,19,435,577,20,110,134,10
"232933",147,161,98,93,164,130,131,117,153,211,252,159
"384569",14,22,5,1,18,22,0,4,46,2,18,45
"378430",0,1,0,0,1,1,0,0,0,2,0,0
"232934",171,203,2,12,188,154,9,12,152,29,28,196
"272359",427,510,192,212,695,582,720,635,673,844,814,911
"15377",16,8,0,0,16,11,0,0,66,14,13,83
"68188",1914,1940,1164,1058,2259,1893,2329,1823,2102,2470,2587,2660
"83434",1,0,0,0,0,0,0,1,0,0,0,2
"13401",940,959,135,189,1391,1078,489,456,1163,663,760,1195
"13400",9595,8611,190,156,3057,3028,211,228,572,635,1039,511
"100526504",1,3,0,0,1,3,2,0,1,3,2,2
"20475",505,663,115,124,494,427,101,67,366,253,234,543
"243867",55,75,41,41,54,55,87,95,99,248,244,91
"67369",236,244,345,372,216,179,338,294,275,307,321,378
"107686",752,660,384,428,1016,965,765,674,783,1171,1200,979
"381853",4,1,1,0,1,2,3,3,2,5,2,3
"72205",845,869,406,384,808,801,902,932,909,2359,2535,1120
"724063",1,0,0,0,0,2,1,1,2,5,4,1
"319197",44,40,6,11,63,114,46,57,173,42,85,120
"403187",452,359,461,436,608,526,541,496,667,451,481,656
"22323",4745,4082,724,710,5618,4929,3460,3407,3210,2903,3677,3014
"232941",4,6,1,0,4,3,0,0,0,0,1,2
"20167",130,143,15,17,76,93,46,37,146,121,113,125
"14282",77089,94000,26668,26812,42923,49960,22320,30302,72443,107996,99414,108006
"13870",579,498,215,164,914,714,915,857,834,620,835,798
"70333",200,202,244,257,706,501,926,902,556,669,635,582
"333654",755,703,550,446,2106,1709,2749,2688,2007,2283,3034,2045
"13871",383,466,502,558,905,653,1164,1133,849,998,1203,997
"100124438",2,5,3,4,6,6,11,9,5,10,10,4
"232943",608,705,535,516,290,359,1183,1218,748,835,1176,810
"12715",7,12,1,1,1,2,1,3,3,12,8,0
"100503495",2,2,0,1,1,2,0,0,0,6,9,1
"232944",1232,1187,404,368,1569,1546,1051,1169,1240,847,1063,1203
"74463",29,42,9,1,22,26,3,3,72,16,17,41
"232946",55,85,68,70,51,32,83,89,49,96,99,76
"67091",286,318,526,529,301,275,842,835,264,629,743,231
"69547",5,10,10,7,8,9,31,29,13,24,28,10
"232947",1443,1543,1441,1382,1779,1514,2665,2576,1985,2253,2549,2437
"69731",364,386,234,304,318,256,357,334,215,411,388,295
"63872",173,354,58,132,178,118,99,92,358,296,302,810
"53609",617,768,248,278,674,659,454,410,772,794,888,787
"19698",1168,1126,514,365,1482,1081,1563,1106,1376,2310,2651,1892
"56457",1750,1686,2287,2329,2637,2302,3901,3118,2282,3288,3777,2718
"11813",4,1,0,0,3,4,0,1,7,0,0,2
"11425",0,0,0,0,0,0,0,0,0,0,1,0
"11812",1997,1493,562,546,2901,2800,653,727,1847,449,728,1120
"11816",31307,33869,385,525,38963,39370,679,429,61514,1619,3826,57598
"53333",534,495,947,1022,1374,938,1488,829,994,1292,1517,1275
"19294",840,897,972,959,1292,973,2829,3061,1742,3412,3564,1767
"57278",4357,3997,294,241,4049,4924,765,899,11137,3176,3104,11199
"80794",132,142,318,354,138,96,824,846,190,985,1183,186
"12051",1664,1765,2071,1766,1876,1760,2975,2663,5645,6041,6535,6470
"100502736",1,0,2,4,4,2,3,1,5,22,22,6
"330483",2,2,2,0,11,5,1,1,5,28,34,12
"319930",1,0,2,0,1,1,27,19,0,23,29,0
"52118",1931,1462,556,407,3156,2508,3581,3445,3020,2536,2673,2445
"70080",0,0,1,1,0,1,0,1,1,0,0,0
"71601",0,1,59,70,0,1,15,15,0,28,66,0
"243874",0,0,13,14,0,0,3,16,1,26,24,1
"667067",0,0,0,0,0,0,1,0,0,0,0,0
"620401",0,0,0,0,0,0,0,0,0,0,0,0
"404290",0,0,0,0,0,0,0,0,0,0,0,0
"620537",0,0,0,0,0,0,0,0,0,0,0,0
"100312475",0,0,0,0,0,0,0,0,0,0,0,0
"620574",0,0,0,0,0,0,0,0,0,0,0,0
"100043523",0,0,1,0,0,0,0,0,0,0,0,0
"545926",0,0,0,0,0,0,0,0,0,0,0,0
"100042964",0,0,0,0,0,0,0,0,0,0,0,0
"100042966",0,0,0,0,0,0,0,0,0,0,0,0
"435949",0,0,0,0,0,0,0,0,0,0,0,0
"100043536",0,0,0,0,0,0,0,0,0,0,0,0
"100042968",0,0,0,0,0,0,0,0,0,0,0,0
"100042971",0,0,0,0,0,0,0,0,0,0,0,0
"667129",0,0,0,0,0,0,0,0,0,0,0,0
"667135",0,0,0,0,0,0,0,0,0,0,0,0
"435946",0,0,0,0,0,0,0,0,0,0,0,0
"100042976",0,0,1,0,0,0,0,0,0,0,1,0
"100043550",0,0,0,0,0,0,0,0,0,0,0,0
"673977",0,0,0,0,0,0,0,0,0,0,0,0
"667292",0,0,0,0,0,0,0,0,0,0,0,0
"100043566",0,0,0,0,0,0,0,0,0,0,0,0
"100043569",0,0,0,0,0,0,0,0,0,0,0,0
"436135",0,0,0,0,0,0,0,0,0,0,0,0
"100042996",0,0,0,0,0,0,0,0,0,0,0,0
"667273",0,0,0,0,0,0,0,0,0,0,0,0
"667268",0,0,0,0,0,0,0,0,0,0,0,0
"667262",0,0,0,0,0,0,0,0,0,0,0,0
"667259",0,0,0,0,0,0,0,0,0,0,0,0
"384696",0,0,0,0,0,0,0,0,0,0,0,0
"435953",0,0,0,0,0,0,0,0,0,0,0,0
"667240",0,0,0,0,0,0,0,0,0,0,0,0
"435951",0,0,0,0,0,0,0,0,0,0,0,0
"384695",0,0,0,0,0,0,0,0,0,0,0,0
"381937",0,0,0,0,0,0,0,0,0,0,0,0
"670764",0,0,0,0,0,0,0,0,0,0,0,0
"667215",0,0,0,0,0,0,0,0,0,0,0,0
"100043013",0,0,0,0,0,0,0,0,0,0,0,0
"621561",0,0,0,0,0,0,0,0,0,0,0,0
"667199",0,0,0,0,0,0,0,0,0,0,0,0
"621510",0,0,0,0,0,0,0,0,0,0,0,0
"628475",0,0,0,0,0,0,0,0,0,0,0,0
"100043595",0,0,0,0,0,0,0,0,0,0,0,0
"100043596",0,0,0,0,0,0,0,0,0,0,0,0
"100043016",0,0,0,0,0,0,0,0,0,0,0,0
"100043604",0,0,0,0,0,0,0,0,0,0,0,0
"100043019",0,0,0,0,0,0,0,0,0,0,0,0
"100043025",0,0,0,0,0,0,0,0,0,0,0,0
"667404",0,0,0,0,0,0,0,0,0,0,0,0
"435940",0,0,0,0,0,0,0,0,0,0,0,0
"545929",0,0,0,0,0,0,0,0,0,0,0,0
"667421",0,0,0,0,0,0,0,0,0,0,0,0
"100043614",0,0,0,0,0,0,0,0,0,0,0,0
"100043029",0,0,0,0,0,0,0,0,0,0,0,0
"620736",0,0,0,0,0,0,0,0,0,0,0,0
"667444",0,0,0,0,0,0,0,0,0,0,0,0
"100043033",0,0,0,0,0,0,0,0,0,0,0,0
"100043037",0,0,0,0,0,0,0,0,0,0,0,0
"667464",0,0,0,0,0,0,0,0,0,0,0,0
"667469",0,0,0,0,0,0,0,0,0,0,0,0
"667472",0,0,0,0,0,0,0,0,0,0,0,0
"667094",0,0,0,0,0,0,0,0,0,0,0,0
"100043625",0,0,0,0,0,0,0,0,0,0,0,0
"100043043",0,0,0,0,0,0,0,0,0,0,0,0
"667485",0,0,0,0,0,0,0,0,0,0,0,0
"81011",0,0,0,0,0,0,0,0,0,0,0,0
"100043051",0,0,0,0,0,0,0,0,0,0,0,0
"100043058",0,0,0,0,0,0,0,0,0,0,0,0
"435947",0,0,0,0,0,0,0,0,0,0,0,0
"667504",0,0,0,0,0,0,0,0,0,0,0,0
"667512",0,0,0,0,0,0,0,0,0,0,0,0
"100043061",0,0,0,0,0,0,0,0,0,0,0,0
"100043638",0,0,0,0,0,0,0,0,0,0,0,0
"667530",0,0,0,0,0,0,0,0,0,0,0,0
"667543",0,0,0,0,0,0,0,0,0,0,0,0
"100043645",0,0,0,0,0,0,0,0,0,0,0,0
"667551",0,0,0,0,0,0,0,0,0,0,0,0
"100043067",0,0,0,0,0,0,0,0,0,0,0,0
"670857",0,0,0,0,0,0,0,0,0,0,0,0
"620758",0,0,0,0,0,0,0,0,0,0,0,0
"100043079",0,0,0,0,0,0,0,0,0,0,0,0
"100043083",0,0,0,0,0,0,0,0,0,0,0,0
"667586",0,0,0,0,0,0,0,0,0,0,0,0
"667599",0,0,0,0,0,0,0,0,0,0,0,0
"100043665",0,0,0,0,0,0,0,0,0,0,0,0
"100043667",0,0,0,0,0,0,0,0,0,0,0,0
"100043088",0,0,0,0,0,0,0,0,0,0,0,0
"628664",0,0,0,0,0,0,0,0,0,0,0,0
"446099",0,0,0,0,0,0,0,0,0,0,0,0
"23968",0,0,0,0,1,0,0,0,0,0,0,0
"622032",0,0,0,0,0,0,0,0,0,0,0,0
"100043101",0,0,0,0,0,0,0,0,0,0,0,0
"100043103",0,0,0,0,0,0,0,0,0,0,0,0
"546944",0,0,0,0,0,0,0,0,0,0,0,0
"81012",0,0,0,0,0,0,0,0,0,0,0,0
"81010",0,0,0,0,0,0,0,0,0,0,0,0
"545934",0,0,0,0,0,0,0,0,0,0,0,0
"404291",0,0,0,0,0,0,0,0,0,0,0,0
"622222",0,0,0,0,0,0,0,0,0,0,0,0
"546943",0,0,0,0,0,0,0,0,0,0,0,0
"384572",0,0,0,0,0,0,0,0,0,0,0,0
"232959",0,1,0,0,0,0,0,0,0,0,0,0
"404286",0,0,0,0,0,0,0,0,0,0,0,0
"100043121",260,267,270,233,414,362,474,398,321,581,579,353
"232962",0,0,0,0,0,0,0,0,0,0,0,0
"404289",0,0,0,0,3,0,0,0,0,0,0,0
"404287",0,0,0,0,1,0,0,0,1,0,0,0
"209824",0,0,0,0,0,0,0,0,0,0,0,0
"210135",490,566,245,243,607,444,611,446,595,535,542,664
"57745",32,30,13,21,36,28,34,35,37,39,38,30
"56525",76,86,31,36,59,47,52,32,67,54,63,80
"232966",42,46,2,4,40,48,5,10,31,15,25,23
"56707",71,83,65,60,56,53,51,51,110,313,293,147
"56869",46,45,18,14,29,24,15,8,50,54,40,41
"54678",23,23,7,9,25,17,4,7,11,15,23,18
"100503506",5,1,0,0,4,6,0,2,2,5,2,2
"22755",105,110,24,15,48,65,50,56,58,72,88,64
"22719",134,158,54,59,141,119,78,89,146,118,127,197
"22756",38,45,4,7,33,34,11,8,49,20,36,52
"69301",0,1,0,0,0,1,2,2,0,2,2,1
"76942",0,0,0,0,0,0,0,0,0,0,0,0
"16534",22,32,2727,3053,236,118,4672,3302,57,1282,2194,46
"71997",418,386,313,363,446,407,607,499,390,368,499,440
"100862141",2,2,0,1,1,1,1,1,0,1,2,2
"210145",3,2,0,0,5,6,0,2,6,5,1,4
"18793",2111,1487,635,436,1792,2395,3154,4339,4328,3323,4265,3198
